Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:4801461-4805198:-,80,29
NC_002516.2:4805195-4808710:-,80,39
NC_002516.2:4808751-4809434:-,16,26
NC_002516.2:4809547-4810437:-,2,0
NC_002516.2:4810538-4811341:+,3,3
NC_002516.2:4811396-4812601:+,16,5
NC_002516.2:4812598-4814214:-,89,27
NC_002516.2:4814213-4814899:+,69,105
NC_002516.2:4815043-4816512:+,75,69
NC_002516.2:4816580-4819348:-,10,12
NC_002516.2:4819358-4819864:-,0,5
NC_002516.2:4819928-4820410:+,1,4
NC_002516.2:4820532-4821359:+,30,7
NC_002516.2:4821385-4823055:-,7,6
NC_002516.2:4823080-4823364:-,0,1
NC_002516.2:4823387-4824124:-,1,0
NC_002516.2:4824121-4825032:-,1,4
NC_002516.2:4825042-4825926:-,38,18
NC_002516.2:4825923-4827188:-,4,3
NC_002516.2:4827185-4828369:-,6,4
NC_002516.2:4828379-4829629:-,8,0
NC_002516.2:4829643-4830554:-,4,1
NC_002516.2:4830964-4831182:+,17,6
NC_002516.2:4831372-4833270:+,8,8
NC_002516.2:4833374-4834864:-,136,23
NC_002516.2:4835264-4837153:+,44,28
NC_002516.2:4837390-4839279:+,91,64
NC_002516.2:4839597-4840712:+,16,26
NC_002516.2:4840705-4841466:+,20,14
NC_002516.2:4841463-4842464:+,12,15
NC_002516.2:4842439-4842651:-,24,8
NC_002516.2:4842701-4843552:-,152,32
NC_002516.2:4843812-4844186:+,724,166
NC_002516.2:4844271-4845713:-,151,45
NC_002516.2:4845938-4846675:+,102,42
NC_002516.2:4846713-4847510:+,14,6
NC_002516.2:4847507-4848487:+,18,11
NC_002516.2:4848474-4850045:+,59,43
NC_002516.2:4850042-4851313:+,38,19
NC_002516.2:4851310-4852317:+,93,30
NC_002516.2:4852314-4853645:+,31,23
NC_002516.2:4853650-4854009:-,47,20
NC_002516.2:4854070-4854492:-,23,32
NC_002516.2:4854595-4854978:-,10,7
NC_002516.2:4855072-4855878:+,5,3
NC_002516.2:4855963-4856877:+,9,27
NC_002516.2:4856960-4858411:+,233,89
NC_002516.2:4858490-4859263:-,28,9
NC_002516.2:4859329-4860255:-,30,10
NC_002516.2:4860248-4861375:-,30,29
NC_002516.2:4861653-4863176:+,439,89
NC_002516.2:4863273-4864529:-,43,28
NC_002516.2:4864665-4864973:-,225,70
NC_002516.2:4864994-4865578:-,1252,103
NC_002516.2:4865682-4866293:-,7,15
NC_002516.2:4866387-4867667:-,22,17
NC_002516.2:4867767-4868846:-,24,9
NC_002516.2:4868921-4869493:-,23,14
NC_002516.2:4869558-4870328:-,7,5
NC_002516.2:4870428-4871912:-,9,5
NC_002516.2:4871913-4873232:-,1,8
NC_002516.2:4873270-4874490:-,7,7
NC_002516.2:4874655-4875245:-,10,22
NC_002516.2:4875306-4875641:-,6,11
NC_002516.2:4875638-4876792:-,17,25
NC_002516.2:4876821-4877606:-,5,84
NC_002516.2:4877691-4878587:-,19,12
NC_002516.2:4878790-4879545:+,1,1
NC_002516.2:4879545-4880321:+,2,2
NC_002516.2:4880318-4881178:-,38,100
NC_002516.2:4881328-4881900:-,10,12
NC_002516.2:4882053-4882355:+,2,5
NC_002516.2:4882404-4883570:+,7,3
NC_002516.2:4883607-4884659:+,61,5
NC_002516.2:4884719-4884961:-,1,7
NC_002516.2:4884961-4887261:-,5,13
NC_002516.2:4887279-4887506:-,1,0
NC_002516.2:4888848-4889111:+,2,2
NC_002516.2:4889112-4890101:-,18,19
NC_002516.2:4890286-4891344:+,15,7
NC_002516.2:4891345-4892247:-,7,1
NC_002516.2:4892345-4892746:+,1,0
NC_002516.2:4892748-4893350:+,1,2
NC_002516.2:4893697-4894278:+,1703,331
NC_002516.2:4894459-4896522:+,36,38
NC_002516.2:4896523-4897425:-,12,9
NC_002516.2:4897427-4897999:-,31,14
NC_002516.2:4898193-4899533:+,577,17
NC_002516.2:4899696-4901117:+,32,5
NC_002516.2:4901127-4902191:+,55,10
NC_002516.2:4902202-4903296:+,36,11
NC_002516.2:4903466-4904596:+,36,23
NC_002516.2:4904647-4907703:+,65,29
NC_002516.2:4907841-4909037:+,39,21
NC_002516.2:4909162-4909404:-,81,44
NC_002516.2:4909401-4910105:-,107,48
NC_002516.2:4910108-4910791:-,18,61
NC_002516.2:4910871-4912151:-,14,13
NC_002516.2:4912141-4912824:-,53,12
NC_002516.2:4913041-4913835:+,1,1
NC_002516.2:4914127-4914510:-,23,15
NC_002516.2:4914739-4915425:+,4,1
NC_002516.2:4915481-4917124:-,2005,1037
NC_002516.2:4917175-4917468:-,822,195
NC_002516.2:4917663-4918130:-,38,16
NC_002516.2:4918199-4918933:-,61,11
NC_002516.2:4919042-4919800:+,192,22
NC_002516.2:4919859-4920866:-,16,31
NC_002516.2:4920981-4921982:-,17,9
NC_002516.2:4921981-4922364:+,14,6
NC_002516.2:4922407-4924191:+,26,25
NC_002516.2:4924247-4925083:-,57,44
NC_002516.2:4925316-4925795:-,200,51
NC_002516.2:4925899-4926999:+,6,14
NC_002516.2:4927036-4927947:+,5,9
NC_002516.2:4927998-4930094:+,26,16
NC_002516.2:4930099-4930677:+,53,12
NC_002516.2:4930748-4931695:-,127,18
NC_002516.2:4931746-4932381:-,34,14
NC_002516.2:4932502-4933719:-,148,36
NC_002516.2:4933866-4936616:-,928,367
NC_002516.2:4936750-4937673:-,31,15
NC_002516.2:4937820-4938215:+,4,6
NC_002516.2:4938276-4939187:-,656,641
NC_002516.2:4939300-4940484:-,1461,471
NC_002516.2:4940535-4941788:-,275,253
NC_002516.2:4941810-4942673:-,84,114
NC_002516.2:4942677-4943636:-,119,104
NC_002516.2:4943633-4945075:-,272,129
NC_002516.2:4945068-4946141:-,132,98
NC_002516.2:4946131-4947330:-,132,134
NC_002516.2:4947330-4948676:-,207,205
NC_002516.2:4948690-4949772:-,228,178
NC_002516.2:4949772-4951148:-,206,159
NC_002516.2:4951141-4952604:-,225,138
NC_002516.2:4952604-4954343:-,223,200
NC_002516.2:4954340-4954633:-,54,20
NC_002516.2:4954630-4955571:-,108,127
NC_002516.2:4955574-4956029:-,92,161
NC_002516.2:4956734-4957582:-,32,9
NC_002516.2:4957709-4959523:+,101,41
NC_002516.2:4959520-4959897:+,29,34
NC_002516.2:4959926-4960519:+,197,30
NC_002516.2:4960516-4961094:+,237,74
NC_002516.2:4961151-4961558:-,86,28
NC_002516.2:4961570-4962187:-,81,29
NC_002516.2:4962273-4963055:-,954,213
NC_002516.2:4963055-4964266:-,1261,306
NC_002516.2:4964266-4964859:-,793,215
NC_002516.2:4965109-4965501:-,997,504
NC_002516.2:4965516-4965944:-,682,337
NC_002516.2:4966190-4967227:+,103,23
NC_002516.2:4967313-4968458:-,13,2
NC_002516.2:4968712-4969611:+,9,3
NC_002516.2:4969770-4970732:+,7,5
NC_002516.2:4970797-4971891:-,92,55
NC_002516.2:4971986-4973332:-,81,29
NC_002516.2:4973400-4974029:-,59,23
NC_002516.2:4974174-4974620:+,132,60
NC_002516.2:4974694-4976595:-,254,214
NC_002516.2:4976607-4977524:-,218,164
NC_002516.2:4977869-4978972:+,43,27
NC_002516.2:4978959-4979717:-,26,8
NC_002516.2:4979834-4981003:+,42,21
NC_002516.2:4981046-4982101:-,202,42
NC_002516.2:4982104-4983426:-,224,65
NC_002516.2:4983552-4984187:-,167,86
NC_002516.2:4984205-4985470:-,415,155
NC_002516.2:4985491-4985730:-,132,49
NC_002516.2:4985847-4986155:-,17,25
NC_002516.2:4986152-4986799:-,74,19
NC_002516.2:4986811-4987284:-,133,85
NC_002516.2:4987285-4988082:-,84,56
NC_002516.2:4988082-4988891:-,126,80
NC_002516.2:4989305-4990285:+,160,139
NC_002516.2:4990285-4990824:+,74,54
NC_002516.2:4990833-4991405:+,132,121
NC_002516.2:4991392-4991919:+,170,143
NC_002516.2:4991919-4992644:+,101,106
NC_002516.2:4992870-4994363:+,152,111
NC_002516.2:4994441-4994749:+,1540,432
NC_002516.2:4994763-4995227:+,169,190
NC_002516.2:4995229-4996089:+,194,186
NC_002516.2:4996119-4996391:+,27,51
NC_002516.2:4996488-4997420:-,8,1
NC_002516.2:4997439-4998050:-,8,4
NC_002516.2:4998063-4998512:-,4,0
NC_002516.2:4998540-4999916:-,3,1
NC_002516.2:4999909-5000304:-,0,0
NC_002516.2:5000452-5001801:-,70,28
NC_002516.2:5001822-5002424:+,34,20
NC_002516.2:5002455-5003897:-,111,40
NC_002516.2:5003900-5004748:-,37,44
NC_002516.2:5004798-5008628:-,164,116
NC_002516.2:5008643-5010100:-,205,90
NC_002516.2:5010134-5010739:-,28,22
NC_002516.2:5010828-5011322:-,12,5
NC_002516.2:5011322-5012314:-,11,17
NC_002516.2:5012394-5013431:-,210,77
NC_002516.2:5013671-5013961:+,60,26
NC_002516.2:5013974-5015428:+,102,59
NC_002516.2:5015535-5016980:+,216,67
NC_002516.2:5017040-5017417:+,3,3
NC_002516.2:5017449-5017835:+,53,4
NC_002516.2:5017960-5018751:-,43,26
NC_002516.2:5018756-5020405:-,75,63
NC_002516.2:5020402-5024952:-,530,162
NC_002516.2:5024979-5025617:-,75,24
NC_002516.2:5025614-5027383:-,234,73
NC_002516.2:5027422-5028231:-,64,102
NC_002516.2:5028394-5028954:-,60,87
NC_002516.2:5028980-5030248:-,30,149
NC_002516.2:5030525-5031235:+,63,49
NC_002516.2:5031488-5033101:+,133,34
NC_002516.2:5033194-5034792:+,18,11
NC_002516.2:5034860-5036077:-,18,11
NC_002516.2:5036245-5036808:+,23,10
NC_002516.2:5037074-5038675:+,17,8
NC_002516.2:5038901-5040355:+,12,3
NC_002516.2:5040405-5042000:+,14,7
NC_002516.2:5042068-5043078:+,15,8
NC_002516.2:5043090-5044001:+,16,3
NC_002516.2:5044054-5045028:+,12,8
NC_002516.2:5045028-5045999:+,9,2
NC_002516.2:5046032-5046664:-,1,3
NC_002516.2:5046806-5047279:+,1,0
NC_002516.2:5047284-5048213:-,8,9
NC_002516.2:5048210-5048887:-,8,5
NC_002516.2:5048884-5049639:-,21,14
NC_002516.2:5049769-5050668:+,70,40
NC_002516.2:5050848-5053400:-,24,11
NC_002516.2:5053616-5055877:-,35,8
NC_002516.2:5056095-5056775:+,33,3
NC_002516.2:5056778-5057593:+,20,6
NC_002516.2:5057716-5059518:+,8,11
NC_002516.2:5059574-5059999:-,21,7
NC_002516.2:5060115-5061278:-,276,75
NC_002516.2:5061730-5063751:-,49,32
NC_002516.2:5063941-5064777:-,29,8
NC_002516.2:5064774-5065340:-,34,13
NC_002516.2:5065491-5067746:-,57,42
NC_002516.2:5068032-5068880:+,50,11
NC_002516.2:5069082-5069531:-,1583,710
NC_002516.2:5069763-5071463:+,76,43
NC_002516.2:5072695-5073567:+,23,22
NC_002516.2:5073564-5074175:+,48,22
NC_002516.2:5074172-5074372:+,16,5
NC_002516.2:5074409-5074618:-,4,3
NC_002516.2:5074724-5075413:-,20,26
NC_002516.2:5075410-5075880:-,135,14
NC_002516.2:5075877-5076302:-,133,17
NC_002516.2:5076435-5077064:+,29,27
NC_002516.2:5077061-5077510:+,7,8
NC_002516.2:5077536-5077706:+,12,8
NC_002516.2:5077770-5079077:+,73,28
NC_002516.2:5079117-5080208:-,15,16
NC_002516.2:5080757-5082394:+,4,0
NC_002516.2:5082443-5086696:+,40,34
NC_002516.2:5087408-5089972:-,288,187
NC_002516.2:5090128-5090856:-,40,26
NC_002516.2:5090853-5091815:-,68,52
NC_002516.2:5091961-5092986:+,255,87
NC_002516.2:5093378-5094970:+,14,13
NC_002516.2:5094985-5096322:+,36,13
NC_002516.2:5096368-5097462:-,110,22
NC_002516.2:5097597-5098106:+,0,1
NC_002516.2:5098212-5098718:+,12,8
NC_002516.2:5098709-5099266:+,6,3
NC_002516.2:5099263-5100087:+,4,6
NC_002516.2:5100084-5100671:+,6,4
NC_002516.2:5100683-5104168:+,110,83
NC_002516.2:5104170-5104517:+,9,5
NC_002516.2:5104514-5104939:+,17,12
NC_002516.2:5104986-5105930:-,125,65
NC_002516.2:5106016-5106456:-,71,43
NC_002516.2:5106449-5106958:-,110,66
NC_002516.2:5106951-5109782:-,715,301
NC_002516.2:5109806-5110744:-,92,111
NC_002516.2:5110841-5112379:-,17,14
NC_002516.2:5112663-5112938:+,867,97
NC_002516.2:5113005-5113469:-,106,38
NC_002516.2:5113481-5114599:-,147,82
NC_002516.2:5114670-5115890:-,299,112
NC_002516.2:5116032-5116289:-,1771,397
NC_002516.2:5116313-5116624:-,1489,411
NC_002516.2:5116865-5117833:+,42,38
NC_002516.2:5117971-5118195:+,4,1
NC_002516.2:5118538-5120565:+,11,63
NC_002516.2:5120635-5121252:-,78,13
NC_002516.2:5121337-5121642:-,13,21
NC_002516.2:5121899-5122387:-,27,20
NC_002516.2:5122561-5122902:-,13,19
NC_002516.2:5123053-5125506:-,271,133
NC_002516.2:5125605-5125931:-,2,20
NC_002516.2:5126166-5126654:+,516,102
NC_002516.2:5126713-5128569:+,27,25
NC_002516.2:5128563-5129117:-,38,14
NC_002516.2:5129173-5130768:-,14,7
NC_002516.2:5131428-5132573:+,65,18
NC_002516.2:5132629-5133843:+,26,15
NC_002516.2:5133880-5134692:+,19,7
NC_002516.2:5134689-5135714:+,16,9
NC_002516.2:5135816-5136193:+,3,1
NC_002516.2:5136317-5137357:+,4,15
NC_002516.2:5137417-5138754:-,297,40
NC_002516.2:5139050-5140441:-,13,4
NC_002516.2:5140701-5141189:-,38,3
NC_002516.2:5141786-5143063:-,28,18
NC_002516.2:5143053-5144534:-,16,5
NC_002516.2:5144527-5145720:-,19,1
NC_002516.2:5145717-5146403:-,12,9
NC_002516.2:5146907-5148571:-,227,39
NC_002516.2:5149064-5149582:+,3,4
NC_002516.2:5149633-5151072:-,4,1
NC_002516.2:5151078-5154209:-,14,7
NC_002516.2:5154237-5155400:-,2,1
NC_002516.2:5155561-5156124:+,16,7
NC_002516.2:5156368-5160615:+,60,51
NC_002516.2:5160738-5161991:+,1461,198
NC_002516.2:5162069-5162449:-,21,21
NC_002516.2:5162472-5163476:-,37,38
NC_002516.2:5163536-5163739:-,19,3
NC_002516.2:5163788-5165854:-,350,126
NC_002516.2:5166191-5166697:-,868,191
NC_002516.2:5166900-5167277:+,17,9
NC_002516.2:5167284-5168645:-,32,19
NC_002516.2:5168755-5169189:+,0,7
NC_002516.2:5169251-5169505:-,26,41
NC_002516.2:5169580-5170131:-,7,6
NC_002516.2:5170185-5171726:-,30,3
NC_002516.2:5172253-5172666:+,184,47
NC_002516.2:5172771-5173547:-,28,17
NC_002516.2:5173654-5174652:-,2,4
NC_002516.2:5174980-5176104:+,13,7
NC_002516.2:5176680-5177651:-,40,38
NC_002516.2:5177655-5178902:-,24,11
NC_002516.2:5178905-5179444:-,11,7
NC_002516.2:5179437-5182268:-,42,19
NC_002516.2:5182579-5183790:+,9,6
NC_002516.2:5183950-5184339:-,15,2
NC_002516.2:5184642-5186348:-,126,99
NC_002516.2:5186411-5192875:-,315,78
NC_002516.2:5193196-5194167:+,9,7
NC_002516.2:5194277-5195275:+,18,13
NC_002516.2:5195370-5196833:+,63,21
NC_002516.2:5197186-5197764:+,5,7
NC_002516.2:5197881-5198324:+,18,8
NC_002516.2:5198334-5199359:-,45,15
NC_002516.2:5199503-5200324:-,56,10
NC_002516.2:5200487-5202625:+,80,45
NC_002516.2:5202628-5203242:-,9,6
NC_002516.2:5203668-5204372:+,4,2
NC_002516.2:5204385-5204648:-,9,2
NC_002516.2:5204648-5204830:-,6,3
NC_002516.2:5204928-5206088:+,47,15
NC_002516.2:5206209-5206487:-,7,8
NC_002516.2:5206720-5207007:-,1,2
NC_002516.2:5207035-5207622:-,36,16
NC_002516.2:5208464-5209987:+,236,92
NC_002516.2:5210706-5210996:-,60,17
NC_002516.2:5211079-5211564:-,5,9
NC_002516.2:5211632-5212105:-,22,3
NC_002516.2:5212107-5212664:-,23,4
NC_002516.2:5212833-5213471:+,35,12
NC_002516.2:5213474-5214757:+,30,17
NC_002516.2:5215091-5215639:+,8,1
NC_002516.2:5215670-5216203:+,2,1
NC_002516.2:5216203-5216745:+,0,2
NC_002516.2:5216764-5217552:+,4,4
NC_002516.2:5217569-5219941:+,2,6
NC_002516.2:5219938-5220885:+,0,2
NC_002516.2:5220887-5222260:-,2,2
NC_002516.2:5222540-5223562:-,41,10
NC_002516.2:5223559-5224476:-,15,19
NC_002516.2:5224890-5225873:+,52,31
NC_002516.2:5226026-5226982:+,21,6
NC_002516.2:5226992-5227891:+,14,9
NC_002516.2:5227888-5229333:+,13,8
NC_002516.2:5229459-5229980:-,703,151
NC_002516.2:5230114-5230911:-,22,31
NC_002516.2:5230901-5231659:-,62,26
NC_002516.2:5231653-5232483:-,81,36
NC_002516.2:5232485-5233567:-,49,31
NC_002516.2:5233585-5234853:-,33,42
NC_002516.2:5234997-5236769:+,92,63
NC_002516.2:5236774-5237391:+,29,13
NC_002516.2:5237393-5238241:+,480,263
NC_002516.2:5238408-5239349:+,476,630
NC_002516.2:5239466-5240080:+,1518,386
NC_002516.2:5240122-5240706:+,37,171
NC_002516.2:5240747-5241847:+,127,94
NC_002516.2:5242254-5242559:-,10,5
NC_002516.2:5243178-5245406:+,41,11
NC_002516.2:5245476-5246123:-,50,14
NC_002516.2:5246185-5247423:-,11,8
NC_002516.2:5247622-5248074:-,14,8
NC_002516.2:5248071-5248772:-,15,13
NC_002516.2:5249032-5249568:-,2,3
NC_002516.2:5249599-5250618:-,1,3
NC_002516.2:5250620-5251666:-,6,2
NC_002516.2:5251871-5252473:-,1,5
NC_002516.2:5252758-5254056:+,34,15
NC_002516.2:5254046-5254741:+,17,0
NC_002516.2:5254738-5257584:+,140,60
NC_002516.2:5257696-5258703:+,85,16
NC_002516.2:5258724-5260262:+,24,5
NC_002516.2:5260343-5262649:-,75,56
NC_002516.2:5262642-5263262:-,32,19
NC_002516.2:5263249-5263956:-,22,18
NC_002516.2:5269803-5270411:-,15,9
NC_002516.2:5270411-5271424:-,56,14
NC_002516.2:5271485-5272300:-,90,51
NC_002516.2:5272455-5273471:-,2903,552
NC_002516.2:5273514-5274005:-,267,184
NC_002516.2:5274008-5275732:-,750,380
NC_002516.2:5276283-5276735:+,15,17
NC_002516.2:5276843-5277172:-,26,20
NC_002516.2:5277172-5277951:-,429,58
NC_002516.2:5277968-5280292:-,458,149
NC_002516.2:5280505-5282067:+,224,51
NC_002516.2:5282159-5282506:+,9,8
NC_002516.2:5282732-5283004:+,13,9
NC_002516.2:5283109-5283906:+,5,13
NC_002516.2:5284370-5285257:-,20,12
NC_002516.2:5285268-5286035:-,6,3
NC_002516.2:5286035-5287018:-,8,4
NC_002516.2:5287069-5287962:-,25,8
NC_002516.2:5287972-5289036:-,11,4
NC_002516.2:5289217-5291511:+,4,3
NC_002516.2:5291614-5291961:+,3,2
NC_002516.2:5292042-5292554:+,1,3
NC_002516.2:5292558-5293007:-,7,8
NC_002516.2:5293257-5293706:+,18,6
NC_002516.2:5293765-5295000:-,54,37
NC_002516.2:5295170-5296024:+,20,16
NC_002516.2:5296092-5296985:+,74,16
NC_002516.2:5297007-5297483:-,7,6
NC_002516.2:5297897-5299192:+,74,24
NC_002516.2:5299189-5300280:+,27,16
NC_002516.2:5300314-5301021:-,15,6
NC_002516.2:5301021-5302193:-,65,15
NC_002516.2:5302386-5302832:+,438,94
NC_002516.2:5302900-5303781:+,6,6
NC_002516.2:5303851-5304027:+,6,4
NC_002516.2:5304011-5306962:+,75,50
NC_002516.2:5306989-5308425:+,252,115
NC_002516.2:5309326-5310729:+,99,65
NC_002516.2:5310726-5311214:+,17,9
NC_002516.2:5311464-5312264:+,79,26
NC_002516.2:5312261-5313112:+,40,13
NC_002516.2:5313206-5313586:+,45,9
NC_002516.2:5313676-5315340:+,255,69
NC_002516.2:5315534-5317471:+,133,26
NC_002516.2:5317569-5318450:+,14,14
NC_002516.2:5318575-5321841:+,94,157
NC_002516.2:5321846-5322139:+,23,24
NC_002516.2:5322136-5322450:+,9,10
NC_002516.2:5322510-5322707:-,784,501
NC_002516.2:5322757-5323101:-,518,170
NC_002516.2:5323374-5325479:-,1749,717
NC_002516.2:5325653-5325922:-,870,426
NC_002516.2:5326018-5326932:-,88,238
NC_002516.2:5326935-5327324:-,47,45
NC_002516.2:5327427-5329949:-,1231,962
NC_002516.2:5329977-5331458:-,806,709
NC_002516.2:5331503-5331961:-,117,165
NC_002516.2:5332354-5332743:-,322,456
NC_002516.2:5332746-5333501:-,311,550
NC_002516.2:5333567-5334904:-,249,188
NC_002516.2:5334921-5335772:-,101,138
NC_002516.2:5335782-5337701:-,1195,539
NC_002516.2:5337900-5338523:-,92,75
NC_002516.2:5338618-5338932:+,182,55
NC_002516.2:5338973-5339380:-,65,33
NC_002516.2:5339391-5339867:-,91,52
NC_002516.2:5339864-5343085:-,452,246
NC_002516.2:5343105-5343755:-,38,29
NC_002516.2:5343767-5344903:-,131,46
NC_002516.2:5345086-5345892:-,134,44
NC_002516.2:5345949-5347082:-,171,46
NC_002516.2:5347198-5349111:-,940,255
NC_002516.2:5349201-5349761:-,141,50
NC_002516.2:5349929-5351605:+,40,19
NC_002516.2:5351675-5352079:-,463,230
NC_002516.2:5352177-5352707:+,113,58
NC_002516.2:5352775-5353080:-,11,12
NC_002516.2:5353073-5353507:-,33,21
NC_002516.2:5353783-5354262:+,71,35
NC_002516.2:5354285-5355058:-,46,19
NC_002516.2:5355387-5357075:+,11,51
NC_002516.2:5357230-5358375:+,13,19
NC_002516.2:5358442-5361258:+,9,16
NC_002516.2:5361586-5362068:+,5,3
NC_002516.2:5362146-5363195:+,31,9
NC_002516.2:5363198-5364058:+,12,5
NC_002516.2:5364071-5364736:+,11,4
NC_002516.2:5364760-5366193:+,15,7
NC_002516.2:5366257-5366655:+,215,48
NC_002516.2:5367187-5368080:-,4,8
NC_002516.2:5368170-5369063:-,18,18
NC_002516.2:5369187-5370368:-,13,19
NC_002516.2:5370476-5370721:-,13,3
NC_002516.2:5370755-5371645:-,16,10
NC_002516.2:5371800-5372267:+,5,2
NC_002516.2:5372591-5373868:-,23,13
NC_002516.2:5374123-5375478:+,19,10
NC_002516.2:5375590-5376591:-,37,45
NC_002516.2:5376852-5377709:+,6,7
NC_002516.2:5377791-5378096:+,6,3
NC_002516.2:5378093-5378842:+,7,2
NC_002516.2:5378908-5379528:+,10,4
NC_002516.2:5379513-5380448:-,8,8
NC_002516.2:5380580-5381143:+,29,15
NC_002516.2:5381145-5381627:+,7,6
NC_002516.2:5381617-5381994:+,17,14
NC_002516.2:5381991-5382458:+,6,9
NC_002516.2:5382796-5383812:-,0,0
NC_002516.2:5383947-5384675:+,44,12
NC_002516.2:5384698-5385276:-,3,2
NC_002516.2:5385273-5386073:-,7,1
NC_002516.2:5386369-5386737:-,4,3
NC_002516.2:5387000-5387722:+,4,2
NC_002516.2:5387990-5388607:-,17,6
NC_002516.2:5388702-5390099:-,6,11
NC_002516.2:5390148-5391554:-,5,1
NC_002516.2:5391836-5392519:+,5,4
NC_002516.2:5392523-5394448:-,22,19
NC_002516.2:5394445-5395851:-,18,8
NC_002516.2:5395930-5396859:-,9,7
NC_002516.2:5396992-5397618:-,20,17
NC_002516.2:5397690-5398619:-,20,22
NC_002516.2:5398628-5401708:-,144,144
NC_002516.2:5402016-5402945:-,15,3
NC_002516.2:5403305-5405350:+,3,6
NC_002516.2:5405559-5406008:+,11,4
NC_002516.2:5406165-5407400:+,7,16
NC_002516.2:5407376-5407870:+,4,4
NC_002516.2:5407873-5409309:-,5,5
NC_002516.2:5409306-5410280:-,1,1
NC_002516.2:5410277-5410639:-,1,0
NC_002516.2:5410876-5412237:+,7,6
NC_002516.2:5412569-5414236:-,3,0
NC_002516.2:5414279-5414488:-,0,1
NC_002516.2:5414539-5415315:-,2,0
NC_002516.2:5415413-5418124:-,7,7
NC_002516.2:5418351-5418569:-,3,15
NC_002516.2:5418899-5419738:-,18,8
NC_002516.2:5419863-5420318:+,6,2
NC_002516.2:5420323-5421726:-,25,8
NC_002516.2:5421899-5422438:+,11,2
NC_002516.2:5422506-5423066:+,11,3
NC_002516.2:5423071-5423868:-,13,4
NC_002516.2:5424099-5424716:+,15,15
NC_002516.2:5424761-5425615:-,89,41
NC_002516.2:5425597-5426898:-,164,102
NC_002516.2:5426895-5427686:-,235,74
NC_002516.2:5427716-5429842:-,497,53
NC_002516.2:5429984-5431138:+,35,9
NC_002516.2:5431381-5433291:-,126,45
NC_002516.2:5433541-5433912:-,20,13
NC_002516.2:5434116-5434652:-,61,20
NC_002516.2:5434656-5435726:-,162,91
NC_002516.2:5436079-5437707:+,19,40
NC_002516.2:5437785-5439758:+,3,1
NC_002516.2:5439918-5441693:+,25,21
NC_002516.2:5441837-5442280:+,157,117
NC_002516.2:5442304-5442774:+,716,215
NC_002516.2:5442792-5444141:+,408,295
NC_002516.2:5444252-5445118:+,8,9
NC_002516.2:5445199-5446083:+,27,12
NC_002516.2:5446179-5447444:+,59,29
NC_002516.2:5447648-5448646:+,132,122
NC_002516.2:5448643-5448966:+,106,22
NC_002516.2:5449046-5450653:+,248,41
NC_002516.2:5450757-5452046:+,99,30
NC_002516.2:5452150-5454978:+,95,88
NC_002516.2:5455434-5456027:+,9,5
NC_002516.2:5456452-5457717:+,2,2
NC_002516.2:5457864-5459453:+,12,6
NC_002516.2:5459450-5460529:+,3,0
NC_002516.2:5460526-5461383:+,0,0
NC_002516.2:5461520-5462218:+,1,0
NC_002516.2:5462302-5462754:+,12,6
NC_002516.2:5462763-5463605:+,11,1
NC_002516.2:5463607-5463909:+,13,3
NC_002516.2:5463918-5464436:+,2,6
NC_002516.2:5464453-5464758:+,4,13
NC_002516.2:5464821-5466521:+,29,6
NC_002516.2:5466790-5468007:+,20,19
NC_002516.2:5468017-5468283:-,14,6
NC_002516.2:5468409-5469023:+,8,1
NC_002516.2:5469115-5469978:-,59,17
NC_002516.2:5470186-5471451:+,13,5
NC_002516.2:5471626-5472042:-,27,9
NC_002516.2:5472824-5473168:+,30,32
NC_002516.2:5473212-5473619:-,3,3
NC_002516.2:5473766-5474578:+,29,18
NC_002516.2:5474580-5476649:-,18,54
NC_002516.2:5476945-5477478:+,34,107
NC_002516.2:5477754-5478095:+,17,5
NC_002516.2:5478209-5478976:-,8,11
NC_002516.2:5478973-5479587:-,6,6
NC_002516.2:5479641-5480264:-,26,5
NC_002516.2:5480402-5481091:+,11,13
NC_002516.2:5481070-5482461:+,4,9
NC_002516.2:5482452-5483768:-,26,6
NC_002516.2:5483988-5485100:-,9,5
NC_002516.2:5485097-5486197:-,13,7
NC_002516.2:5486356-5486985:+,10,9
NC_002516.2:5487215-5487718:+,4,1
NC_002516.2:5487715-5488386:+,9,0
NC_002516.2:5488397-5489011:+,15,4
NC_002516.2:5489041-5489613:+,11,1
NC_002516.2:5489630-5490652:-,0,2
NC_002516.2:5490645-5491181:-,2,1
NC_002516.2:5491346-5494315:+,10,7
NC_002516.2:5494460-5495713:-,2,5
NC_002516.2:5495821-5497290:-,24,4
NC_002516.2:5497313-5498653:-,5,7
NC_002516.2:5498740-5500326:-,3,4
NC_002516.2:5500427-5501323:+,3,3
NC_002516.2:5501338-5502672:-,0,1
NC_002516.2:5503051-5504106:+,4,2
NC_002516.2:5504121-5505074:+,2,1
NC_002516.2:5505071-5505784:-,7,15
NC_002516.2:5505848-5506609:-,89,12
NC_002516.2:5506966-5507898:-,1,4
NC_002516.2:5507969-5508685:-,16,11
NC_002516.2:5508682-5509554:-,12,4
NC_002516.2:5509551-5510828:-,9,11
NC_002516.2:5510839-5511753:-,10,3
NC_002516.2:5511988-5513112:-,35,31
NC_002516.2:5513732-5514670:+,13,6
NC_002516.2:5514727-5516352:+,11,9
